UniProt,Gene Name,Confidence,Expected Sensitivity,Expected Specificity
Q8WXF7,ATL1,0.564674534,0.131968531,0.54953672
Q9UI26,IPO11,0.410888551,0.321241663,0.794063142
Q9UM11,FZR1,0.092019406,0.475349051,0.12553046
Q9H0E2,TOLLIP,0.587206155,0.421752292,0.495836848
Q9NR28,DIABLO,0.81687998,0.544195058,0.893954829
Q8NI60,ADCK3,0.33880298,0.005032197,0.125764093
P05109,S100A8,0.225603366,0.706057956,0.69105195
P06702,S100A9,0.926261322,0.474985975,0.801923962
P36956,SREBF1,0.788733649,0.328439668,0.167895841
P54198,HIRA,0.252404082,0.165230552,0.804418892
P62987,UBA52,0.234591038,0.21548587,0.336702705
O75865,TRAPPC6A,0.261982066,0.153030295,0.941861816
Q9GZQ8,MAP1LC3B,0.145684429,0.721201434,0.443196751
P20810,CAST,0.075203038,0.560919897,0.695961816
Q92851,CASP10,0.531691762,0.9771845,0.42463223
P46940,IQGAP1,0.785825938,0.919095811,0.303820904
O75794,CDC123,0.736075893,0.156804522,0.811992093
P61081,UBE2M,0.864013612,0.555869652,0.491756219
O75604,USP2,0.619246858,0.518999419,0.40587773
Q15051,IQCB1,0.654510354,0.441239323,0.197528783
O75170,PPP6R2,0.633507532,0.466818174,0.031756996
Q06124,PTPN11,0.536087452,0.576098032,0.173993888
Q15418,RPS6KA1,0.68971462,0.5018521,0.821398526
P43405,SYK,0.787783671,0.674352935,0.866264657
P05549,TFAP2A,0.297922249,0.735434007,0.960415644
Q15631,TSN,0.256214301,0.508127896,0.279197994
O14684,PTGES,0.655550116,0.124769623,0.767582692
O43504,LAMTOR5,0.391606072,0.919497239,0.116088496
O00308,WWP2,0.400733415,0.172323187,0.127298325
O60841,EIF5B,0.962263393,0.319380277,0.22406451
Q96T23,RSF1,0.939230864,0.243704772,0.032095574
Q9H0B6,KLC2,0.199761697,0.461393253,0.395404345
Q96AV8,E2F7,0.436850738,0.360038828,0.766570407
A0A0A0MRK1,GPATCH4,0.267141856,0.703106679,0.860777599
A0AV02,SLC12A8,0.163635701,0.425213,0.875034889
A0MZ66,SHTN1,0.49715649,0.566152326,0.435496164
A1L0T0,ILVBL,0.1315219,0.808707488,0.236224919
A1L443,NUTM2F,0.912947499,0.073705459,0.794276786
A2AJT9,CXorf23,0.593331523,0.352312559,0.722250095
A3KMH1,VWA8,0.653583503,0.64066168,0.855709786
A4D1E9,GTPBP10,0.859575624,0.737400664,0.126770235
A4FU69,EFCAB5,0.452761169,0.109759783,0.92842177
A6NDU8,C5orf51,0.145459747,0.942442765,0.371519393
A6NFI3,ZNF316,0.789469281,0.832946856,0.390633359
A6NHL2,TUBAL3,0.873807283,0.908980124,0.840011045
A6NHR9,SMCHD1,0.487641492,0.311813329,0.53931836
A6NIH7,UNC119B,0.947554888,0.543566494,0.566928198
A6NMZ7,COL6A6,0.042165851,0.958681188,0.421595111
A6PVS8,LRRIQ3,0.821901501,0.729849719,0.980563101
A6ZKI3,FAM127A,0.954272626,0.615124059,0.225619098
A8K855,EFCAB7,0.463579869,0.347644072,0.124804937
A8K8P3,SFI1,0.373836147,0.816192811,0.406379089
A8MPS7,YDJC,0.647700285,0.429623989,0.770446721
A8MTJ3,GNAT3,0.983172147,0.547402616,0.277562143
A9UHW6,MIF4GD,0.862249504,0.139055827,0.584716781
B2RCX0,,0.558694,0.901236432,0.921619237
B2ZZ89,SPTBN1,0.095095128,0.730717067,0.194396739
B4DT05,,0.954588877,0.383404674,0.24037116
B7ZMF0,,0.66198641,0.305405037,0.083538157
C9JGE3,EWSR1,0.523268431,0.36582723,0.778031817
C9JLW8,FAM195B,0.480105492,0.831660291,0.903599765
D3DNK7,FLJ16641,0.676649855,0.04455912,0.979956185
E9PAV3,NACA,0.949208584,0.85233549,0.379988784
F8VVM2,SLC25A3,0.519371956,0.62079443,0.975300391
F8W8H5,RAB24,0.906969811,0.808411384,0.22348661
F8WC89,SAC3D1,0.894902442,0.405950032,0.740917393
I6L9F6,NEFL,0.40844243,0.31350826,0.450727304
J3KN10,,0.038536374,0.910674929,0.061048355
O00115,DNASE2,0.259117219,0.004782225,0.036427016
O00151,PDLIM1,0.160832509,0.145507353,0.807156013
O00161,SNAP23,0.717771719,0.366269914,0.275787068
O00178,GTPBP1,0.449266094,0.860906703,0.601842419
O00182,LGALS9,0.608612775,0.656321747,0.382100714
O00203,AP3B1,0.358037519,0.815676988,0.288530989
O00220,TNFRSF10A,0.448539203,0.923017814,0.368810593
O00255,MEN1,0.213398155,0.162032984,0.922921714
O00273,DFFA,0.55225046,0.278762518,0.611792402
O00299,CLIC1,0.591711261,0.489394969,0.634058265
O00330,PDHX,0.278193846,0.371267624,0.027378597
O00391,QSOX1,0.430122104,0.597902518,0.793359481
O00411,POLRMT,0.218574343,0.732463542,0.514493592
O00468,AGRN,0.918570881,0.518386168,0.144704386
O00471,EXOC5,0.059825049,0.412057333,0.710151656
O00487,PSMD14,0.435761503,0.066423237,0.89557515
O00507,USP9Y,0.76324836,0.164530495,0.483156943
O00515,LAD1,0.172114609,0.533910629,0.754760451
O00602,FCN1,0.560194008,0.368179544,0.607134203
O00622,CYR61,0.797102198,0.428332523,0.365810801
O00635,TRIM38,0.674673576,0.359823343,0.351165801
O00767,SCD,0.588317667,0.011001022,0.42050841
O14498,ISLR,0.96789896,0.636911891,0.467619039
O14548,COX7A2L,0.667161817,0.279460307,0.959347463
O14558,HSPB6,0.737248576,0.382594305,0.786869477
O14559,ARHGAP33,0.171552941,0.760711989,0.321040213
O14578,CIT,0.697444785,0.031375699,0.663222674
O14579,COPE,0.811767472,0.233497251,0.315722763
O14613,CDC42EP2,0.264128934,0.698438356,0.460068994
O14640,DVL1,0.875735081,0.66119387,0.11182287
O14649,KCNK3,0.872292129,0.955422726,0.241901913
O14672,ADAM10,0.416116923,0.919143918,0.037590313
O14681,EI24,0.097805143,0.714814917,0.613699525
O14683,TP53I11,0.885917171,0.796488679,0.577390842
O14732,IMPA2,0.203497807,0.022940071,0.970105606
O14773,TPP1,0.004525058,0.342262142,0.189126106
O14880,MGST3,0.262385441,0.892207416,0.570685177
O14949,UQCRQ,0.013998593,0.149399558,0.385741995
O14957,UQCR11,0.638206967,0.505230365,0.478156252
O14983,ATP2A1,0.309725887,0.994080194,0.201155509
O15013,ARHGEF10,0.59060804,0.444704997,0.35130166
O15021,MAST4,0.132221934,0.717206218,0.753686051
O15031,PLXNB2,0.192807133,0.783766482,0.226853912
O15042,U2SURP,0.035005213,0.191161833,0.032956744
O15066,KIF3B,0.072584474,0.665728816,0.887159962
O15118,NPC1,0.769102291,0.155502738,0.663520523
O15127,SCAMP2,0.199625963,0.597186943,0.308007734
O15160,POLR1C,0.265003588,0.93435037,0.090600924
O15164,TRIM24,0.586052237,0.808140462,0.388736325
O15211,RGL2,0.313803094,0.688985897,0.996244968
O15217,GSTA4,0.924241441,0.275206668,0.697404264
O15235,MRPS12,0.819108214,0.435933874,0.252141129
O15240,VGF,0.444347331,0.553557874,0.719738395
O15305,PMM2,0.172942273,0.608225963,0.056882609
O15315,RAD51B,0.859462734,0.278916331,0.08111501
O15321,TM9SF1,0.701103359,0.982238646,0.636836985
O15360,FANCA,0.203086735,0.514731326,0.930766858
O15374,SLC16A4,0.87612395,0.065629053,0.47894254
O15381,NVL,0.473373975,0.278579706,0.271179006
O15382,BCAT2,0.656943888,0.697214178,0.580944677
O15400,STX7,0.844235662,0.108452728,0.867896961
O15417,TNRC18,0.293746645,0.13349372,0.508581849
O15427,SLC16A3,0.518023649,0.445783475,0.931431061
O15439,ABCC4,0.190446485,0.065499679,0.433922461
O15498,YKT6,0.910884971,0.778131435,0.765682024
O15530,PDPK1,0.336258279,0.776626524,0.524355552
O43148,RNMT,0.098585346,0.105373724,0.224962017
O43149,ZZEF1,0.230303256,0.186358899,0.329337519
O43164,PJA2,0.460606109,0.147685472,0.44044885
O43264,ZW10,0.53894513,0.826762198,0.60776299
O43278,SPINT1,0.378175082,0.594260859,0.385650666
O43292,GPAA1,0.085999694,0.746050018,0.34446603
O43298,ZBTB43,0.995637466,0.489298879,0.0954179
O43395,PRPF3,0.211602496,0.474099161,0.560829165
O43427,FIBP,0.758007464,0.444625863,0.074952333
O43439,CBFA2T2,0.528344324,0.00118492,0.792299132
O43447,PPIH,0.789951524,0.024625601,0.862041676
O43464,HTRA2,0.62390869,0.846745556,0.702052356
O43491,EPB41L2,0.929932384,0.035200018,0.877622047
O43572,AKAP10,0.647837464,0.23094116,0.314533911
O43586,PSTPIP1,0.292588484,0.010406011,0.196332519
O43615,TIMM44,0.424009425,0.373472278,0.204793237
O43617,TRAPPC3,0.120671479,0.858942954,0.027898925
O43663,PRC1,0.612120565,0.599335468,0.684820348
O43670,ZNF207,0.417096173,0.428360125,0.773244902
O43678,NDUFA2,0.931729122,0.715384088,0.207988515
O43680,TCF21,0.742348876,0.731248515,0.963500857
O43709,WBSCR22,0.299526711,0.229083347,0.262524886
O43731,KDELR3,0.568047173,0.020232587,0.135574535
O43741,PRKAB2,0.36924999,0.211530917,0.873691858
O43760,SYNGR2,0.514838483,0.952405693,0.448532217
O43790,KRT86,0.48726243,0.981803836,0.642583095
O43795,MYO1B,0.174174459,0.93093029,0.925913063
O43805,SSNA1,0.032574396,0.773004678,0.413583601
O43815,STRN,0.449480464,0.469028279,0.704182635
O43823,AKAP8,0.523446869,0.130233326,0.867643898
O43896,KIF1C,0.984994874,0.545658089,0.785309273
O43909,EXTL3,0.962283086,0.118527704,0.112668698
O43920,NDUFS5,0.196511603,0.293383255,0.199694899
O60239,SH3BP5,0.349207398,0.057874408,0.44699795
O60256,PRPSAP2,0.910638107,0.461901225,0.748044945
O60313,OPA1,0.895006833,0.414522733,0.383409584
O60343,TBC1D4,0.80289286,0.115681624,0.57590205
O60353,FZD6,0.076903348,0.918333642,0.697821366
O60427,FADS1,0.073700108,0.737762455,0.85502037
O60437,PPL,0.005560497,0.611810861,0.192785873
O60493,SNX3,0.886736204,0.797225417,0.797334063
O60494,CUBN,0.00102599,0.384723681,0.312009194
O60499,STX10,0.922330242,0.745310362,0.154086052
O60502,MGEA5,0.183175799,0.023299225,0.660911024
O60508,CDC40,0.365659542,0.048856609,0.281709718
O60524,NEMF,0.498324321,0.563605527,0.483134766
O60547,GMDS,0.583487427,0.701798893,0.734654428
O60565,GREM1,0.7111747,0.47744006,0.466394474
O60568,PLOD3,0.882793618,0.842817164,0.522307924
O60613,15-Sep,0.876348399,0.464515418,0.204432382
O60674,JAK2,0.046128143,0.860035048,0.953660001
O60701,UGDH,0.146534712,0.302475324,0.570180996
O60716,CTNND1,0.957717978,0.98228631,0.625228956
O60725,ICMT,0.774154365,0.325750277,0.233407189
O60763,USO1,0.128467928,0.443013438,0.702574515
O60783,MRPS14,0.548187591,0.089453049,0.146971344
O60825,PFKFB2,0.983823291,0.304422409,0.670680758
O60830,TIMM17B,0.106910078,0.228188822,0.392526689
O60831,PRAF2,0.263950598,0.45681089,0.521748429
O60832,DKC1,0.730160143,0.922643877,0.12148528
O60879,DIAPH2,0.157003434,0.744523113,0.075419048
O60888,CUTA,0.343447135,0.813659796,0.34891651
O60925,PFDN1,0.817668088,0.055612406,0.811870125
O75027,ABCB7,0.786894019,0.479650994,0.250367855
O75051,PLXNA2,0.888955929,0.240572013,0.113863988
O75084,FZD7,0.591435679,0.936880019,0.91396118
O75110,ATP9A,0.704607439,0.537140549,0.823983797
O75113,N4BP1,0.203481724,0.787190125,0.661278787
O75122,CLASP2,0.976805236,0.771119387,0.767969179
O75127,PTCD1,0.819264459,0.396361433,0.075941604
O75131,CPNE3,0.321092716,0.305677457,0.395386972
O75132,ZBED4,0.217486048,0.620137639,0.295837286
O75152,ZC3H11A,0.4843393,0.099577988,0.249931761
O75153,CLUH,0.291041062,0.223218457,0.128343171
O75165,DNAJC13,0.332130546,0.984717378,0.876103496
O75175,CNOT3,0.729706328,0.033705873,0.953737509
O75340,PDCD6,0.794531531,0.469965226,0.212153181
O75381,PEX14,0.615908424,0.178350981,0.627668671
O75390,CS,0.107703374,0.823599941,0.691947496
O75400,PRPF40A,0.942600282,0.148219323,0.841048324
O75414,NME6,0.310457082,0.14660478,0.642013239
O75419,CDC45,0.136591947,0.131676911,0.90458065
O75431,MTX2,0.373767865,0.031717229,0.991607804
O75436,VPS26A,0.060160935,0.352968946,0.580390946
O75438,NDUFB1,0.282967099,0.739771777,0.254588114
O75439,PMPCB,0.621329377,0.456994186,0.521480292
O75461,E2F6,0.929420798,0.340017886,0.429625253
O75477,ERLIN1,0.793652307,0.645565847,0.359857152
O75487,GPC4,0.644193413,0.394813863,0.858045523
O75494,SRSF10,0.610500283,0.116119721,0.860797802
O75506,HSBP1,0.02664124,0.243567967,0.712779982
O75526,RBMXL2,0.365641467,0.783246326,0.646920274
O75528,TADA3,0.004716634,0.039104517,0.796498981
O75570,MTRF1,0.058387237,0.784334899,0.82429577
O75665,OFD1,0.409021148,0.63165874,0.275699049
O75683,SURF6,0.851886736,0.893671547,0.794793817
O75688,PPM1B,0.874000928,0.361169626,0.26262009
O75695,RP2,0.151526429,0.985051622,0.410111279
O75762,TRPA1,0.723190599,0.910485078,0.559219637
O75781,PALM,0.599112145,0.862352489,0.332387448
O75800,ZMYND10,0.435155422,0.191169834,0.021433882
O75817,POP7,0.279224463,0.33595319,0.953922827
O75818,RPP40,0.76209575,0.836144119,0.768441714
O75880,SCO1,0.766214247,0.497045317,0.55989226
O75882,ATRN,0.623628441,0.940072666,0.615935456
O75891,ALDH1L1,0.422769053,0.33487102,0.71052311
O75915,ARL6IP5,0.047777366,0.309750319,0.033418274
O75934,BCAS2,0.862518646,0.097026275,0.041218617
O76024,WFS1,0.832019272,0.128547407,0.375611049
O94762,RECQL5,0.691648827,0.356575613,0.855492472
O94763,URI1,0.655126175,0.440710795,0.575722648
O94766,B3GAT3,0.889863166,0.840007077,0.923447086
O94808,GFPT2,0.866953553,0.475730506,0.560680743
O94817,ATG12,0.475239775,0.132346361,0.842155152
O94822,LTN1,0.87377694,0.521081124,0.790227602
O94851,MICAL2,0.416433155,0.527943159,0.668461637
O94898,LRIG2,0.545070995,0.123844737,0.647196371
O94915,FRYL,0.333869967,0.051314771,0.511344496
O94927,HAUS5,0.747343053,0.093182565,0.571345172
O94929,ABLIM3,0.110978395,0.988156914,0.875794385
O94964,SOGA1,0.263451557,0.003074167,0.054975855
O94973,AP2A2,0.269345961,0.519580043,0.671106895
O95147,DUSP14,0.932854307,0.51349265,0.080058531
O95159,ZFPL1,0.739613052,0.853085321,0.087450448
O95163,IKBKAP,0.137705867,0.435585079,0.067669424
O95166,GABARAP,0.7116291,0.839504986,0.23767793
O95167,NDUFA3,0.488082911,0.945354456,0.559253164
O95169,NDUFB8,0.696099641,0.76509393,0.603425721
O95183,VAMP5,0.681275249,0.801142505,0.545681997
O95190,OAZ2,0.397271959,0.130989873,0.059387871
O95229,ZWINT,0.954406117,0.803669114,0.77873577
O95235,KIF20A,0.402825273,0.950254513,0.887552648
O95249,GOSR1,0.399779736,0.25504297,0.68736634
O95260,ATE1,0.383577705,0.438247165,0.188687389
O95267,RASGRP1,0.402797591,0.567544876,0.269567312
O95271,TNKS,0.303117004,0.982166612,0.17543354
O95273,CCNDBP1,0.516695759,0.316868717,0.650022772
O95297,MPZL1,0.9494454,0.764052631,0.919336366
O95298,NDUFC2,0.376213524,0.428239699,0.498620443
O95299,NDUFA10,0.804519853,0.668744712,0.67027992
O95302,FKBP9,0.773552964,0.377575189,0.055165384
O95363,FARS2,0.611067386,0.848551287,0.328757172
O95377,GJB5,0.562184377,0.35025786,0.149618828
O95391,SLU7,0.991465437,0.957960847,0.111623788
O95394,PGM3,0.733869754,0.501751231,0.47897606
O95399,UTS2,0.788131799,0.877927643,0.112937522
O95400,CD2BP2,0.802043788,0.510855152,0.916946415
O95425,SVIL,0.99366402,0.671200859,0.74387057
O95428,PAPLN,0.106576782,0.793441654,0.512215335
O95429,BAG4,0.965339818,0.603802008,0.856841741
O95456,PSMG1,0.258811934,0.060900947,0.169440324
O95471,CLDN7,0.544733762,0.681377972,0.311065061
O95478,NSA2,0.34433221,0.599605996,0.946401766
O95674,CDS2,0.835785772,0.975933202,0.734891808
O95716,RAB3D,0.744037745,0.982274393,0.762563596
O95721,SNAP29,0.869356265,0.735942031,0.711445717
O95754,SEMA4F,0.698176223,0.610675556,0.012411969
O95758,PTBP3,0.78628438,0.004919183,0.240361672
O95782,AP2A1,0.881619388,0.239818511,0.388879221
O95807,TMEM50A,0.318541667,0.598354302,0.452257158
O95810,SDPR,0.734964792,0.102949333,0.437064621
O95834,EML2,0.518118997,0.43230712,0.353819617
O95841,ANGPTL1,0.790841298,0.097606472,0.22315383
O95864,FADS2,0.933557564,0.3569413,0.61889053
O95865,DDAH2,0.420714099,0.62506336,0.730376915
O95870,ABHD16A,0.42310243,0.065399085,0.76470732
O95872,GPANK1,0.139534146,0.006729229,0.395348325
O95900,TRUB2,0.587361231,0.883171071,0.027964753
O95905,ECD,0.254848857,0.907092947,0.428979744
O95971,CD160,0.454793178,0.789940703,0.663864267
O95994,AGR2,0.348903243,0.629077992,0.051350883
O96006,ZBED1,0.366330748,0.57622682,0.2623382
O96011,PEX11B,0.650665958,0.467923786,0.53625728
P00156,MT-CYB,0.113264913,0.772987685,0.318172602
P00395,MT-CO1,0.735005942,0.068191469,0.077984631
P00451,F8,0.011980701,0.765571689,0.237114696
P00505,GOT2,0.927469466,0.668913639,0.330531234
P00519,ABL1,0.203199343,0.903461251,0.379266774
P00533,EGFR,0.31574439,0.291213153,0.579610771
P00846,MT-ATP6,0.143857171,0.544550774,0.991633951
P00915,CA1,0.152466578,0.439473922,0.417946204
P00966,ASS1,0.653522309,0.103136057,0.270148346
P01034,CST3,0.794368131,0.935211587,0.548207159
P01591,JCHAIN,0.574523107,0.198599235,0.960134132
P01891,HLA-A,0.289880176,0.670088952,0.963415471
P02533,KRT14,0.941071168,0.750395236,0.109883186
P02549,SPTA1,0.994412476,0.685072062,0.769645262
P02745,C1QA,0.566351643,0.799668933,0.836281016
P02775,PPBP,0.73451384,0.078904484,0.004639601
P03886,MT-ND1,0.215187739,0.801370202,0.89335893
P03891,MT-ND2,0.762440196,0.870041819,0.810508632
P03897,MT-ND3,0.702042999,0.327218097,0.966477549
P03915,MT-ND5,0.309553766,0.074135094,0.600146705
P03923,MT-ND6,0.565160303,0.763778433,0.8682774
P03928,MT-ATP8,0.527612213,0.821179083,0.860836763
P03973,SLPI,0.569969024,0.724322957,0.837297234
P04066,FUCA1,0.0264053,0.46782488,0.391177501
P04181,OAT,0.18178551,0.093997371,0.93402485
P04183,TK1,0.996723926,0.849066773,0.192348525
P04198,MYCN,0.582955127,0.39869087,0.968575322
P04259,KRT6B,0.102289886,0.231596891,0.623742753
P04264,KRT1,0.769919415,0.059875723,0.513271903
P04632,CAPNS1,0.139732348,0.822177802,0.92586836
P04818,TYMS,0.632363142,0.702812952,0.232577976
P05026,ATP1B1,0.575974108,0.350272503,0.532472638
P05062,ALDOB,0.587910388,0.824208743,0.508931574
P05091,ALDH2,0.970107128,0.398220031,0.960726507
P05162,LGALS2,0.486731589,0.969447765,0.828860726
P05181,CYP2E1,0.403985188,0.907457733,0.169828703
P05186,ALPL,0.001007,0.044769923,0.072760521
P06213,INSR,0.082440118,0.559141911,0.487224948
P06280,GLA,0.481580457,0.615846625,0.336271024
P06703,S100A6,0.249584403,0.548552518,0.477821127
P06737,PYGL,0.813583267,0.891312033,0.072560357
P06744,GPI,0.661435143,0.601278581,0.85842408
P07093,SERPINE2,0.933661533,0.961514503,0.988139126
P07199,CENPB,0.095337398,0.335103595,0.062923231
P07333,CSF1R,0.137411778,0.67457747,0.720452222
P07477,PRSS1,0.200531253,0.185466796,0.22208088
P07478,PRSS2,0.832846266,0.505625645,0.380833527
P07919,UQCRH,0.216787109,0.932146768,0.444089417
P07951,TPM2,0.076729837,0.036352674,0.456100718
P08133,ANXA6,0.338057944,0.88651941,0.156541052
P08172,CHRM2,0.6993356,0.433066697,0.533865715
P08237,PFKM,0.408682549,0.506494328,0.313035285
P08240,SRPRA,0.239127938,0.54263668,0.210896657
P08559,PDHA1,0.085421531,0.526815099,0.002810304
P08571,CD14,0.805141655,0.632339104,0.69302988
P08754,GNAI3,0.241411414,0.566326496,0.092205648
P08779,KRT16,0.724697696,0.371720569,0.636409141
P08949,NMB,0.482231762,0.476816522,0.947238194
P09382,LGALS1,0.257396146,0.15388454,0.278633535
P09471,GNAO1,0.101123139,0.815246953,0.484268536
P09486,SPARC,0.036295967,0.378105616,0.935931001
P09488,GSTM1,0.470163654,0.033423086,0.046262446
P09630,HOXC6,0.56377947,0.692790047,0.026451529
P09668,CTSH,0.671047495,0.273131611,0.991138587
P09960,LTA4H,0.16832818,0.297291853,0.822119416
P0C0P6,NPS,0.098506561,0.141967795,0.044991585
P0CAP2,POLR2M,0.59018495,0.452122775,0.194154207
P0CB38,PABPC4L,0.224999701,0.220929442,0.500182388
P0DI81,TRAPPC2,0.079346399,0.066741503,0.810975205
P0DMV8,HSPA1A,0.190152526,0.920881045,0.203310036
P10070,GLI2,0.399007023,0.235381872,0.24519093
P10075,GLI4,0.315132219,0.400895425,0.010263902
P10155,TROVE2,0.071213604,0.852733648,0.508939069
P10176,COX8A,0.257212736,0.937954893,0.673914418
P10242,MYB,0.312352032,0.122776171,0.017329251
P10276,RARA,0.820817636,0.434194068,0.646535349
P10301,RRAS,0.375410823,0.157736574,0.15197819
P10398,ARAF,0.595976893,0.372325921,0.10232341
P10412,HIST1H1E,0.139451247,0.380242749,0.387560186
P10586,PTPRF,0.382525118,0.157916701,0.216236509
P10606,COX5B,0.052213579,0.588881445,0.359605395
P10619,CTSA,0.758903797,0.570592357,0.735699099
P10620,MGST1,0.869996905,0.553803009,0.868177083
P10826,RARB,0.799218369,0.829240762,0.170998762
P10909,CLU,0.646686433,0.739798642,0.621527669
P11171,EPB41,0.807762528,0.405123639,0.177986279
P11177,PDHB,0.895371859,0.715011639,0.427868234
P11216,PYGB,0.584487495,0.444253477,0.222909169
P11217,PYGM,0.362389759,0.234225801,0.039089163
P11274,BCR,0.50401951,0.818340387,0.453533267
P11277,SPTB,0.528385458,0.415424496,0.885905813
P11308,ERG,0.322688223,0.095175655,0.524763187
P11473,VDR,0.77451324,0.47340343,0.825237485
P11474,ESRRA,0.818682237,0.283619251,0.900508333
P11586,MTHFD1,0.361477916,0.534102607,0.545990045
P11684,SCGB1A1,0.721987713,0.815198254,0.843304634
P11717,IGF2R,0.609149554,0.418021895,0.532283334
P11766,ADH5,0.435199925,0.88592478,0.56230565
P11908,PRPS2,0.547827051,0.387609803,0.537680579
P12109,COL6A1,0.050491788,0.497516535,0.647839365
P12110,COL6A2,0.378833022,0.056277905,0.630524994
P12111,COL6A3,0.24410396,0.099829982,0.346117533
P12270,TPR,0.660681545,0.310403397,0.47544272
P12272,PTHLH,0.870637779,0.184179074,0.45649066
P12429,ANXA3,0.288725577,0.151528626,0.501663312
P12955,PEPD,0.80192975,0.667266798,0.729035295
P13646,KRT13,0.128062042,0.154165218,0.648169026
P13647,KRT5,0.66426438,0.858117761,0.272145012
P13693,TPT1,0.576674197,0.121326105,0.708696327
P13796,LCP1,0.446418538,0.719038367,0.457850249
P13798,APEH,0.838727351,0.402074053,0.484246144
P13804,ETFA,0.165034795,0.10855885,0.578660417
P13807,GYS1,0.783773638,0.553896686,0.992732716
P14324,FDPS,0.461751237,0.00823747,0.734747163
P14550,AKR1A1,0.049123318,0.712826275,0.530226583
P14921,ETS1,0.581609222,0.081436741,0.0528403
P15104,GLUL,0.949675041,0.902973679,0.341514171
P15260,IFNGR1,0.50144,0.040821897,0.728622684
P15408,FOSL2,0.155874758,0.669384717,0.180289701
P15514,AREG,0.896276218,0.907466207,0.827797725
P15586,GNS,0.064754574,0.20640352,0.375097672
P15621,ZNF44,0.518088827,0.271361437,0.000342242
P15622,ZNF250,0.384788167,0.748093432,0.148588484
P15954,COX7C,0.872555519,0.367560527,0.702721629
P15976,GATA1,0.289107644,0.665012312,0.475029037
P16083,NQO2,0.246026964,0.519814114,0.295768494
P16278,GLB1,0.305546845,0.398631749,0.534135342
P16403,HIST1H1C,0.411949297,0.992060313,0.963586769
P17174,GOT1,0.731944662,0.711271898,0.173650404
P17302,GJA1,0.839558707,0.643380792,0.056971623
P17655,CAPN2,0.047000387,0.451731282,0.942324148
P17707,AMD1,0.878799032,0.562154815,0.077681405
P17812,CTPS1,0.452729349,0.015984333,0.985445205
P17813,ENG,0.493706304,0.228615266,0.193521542
P17900,GM2A,0.752491441,0.368696197,0.3679569
P17936,IGFBP3,0.814150814,0.524582121,0.876946118
P18085,ARF4,0.883540508,0.17051024,0.901891934
P18206,VCL,0.4318473,0.371943162,0.779582171
P18462,HLA-A,0.11408285,0.779918239,0.934159106
P18583,SON,0.489327591,0.693514958,0.933606986
P18825,ADRA2C,0.056613957,0.253950418,0.844602127
P19105,MYL12A,0.281934861,0.127206787,0.954465019
P19237,TNNI1,0.175979595,0.286748366,0.824461788
P19367,HK1,0.542769018,0.481594472,0.043925376
P19404,NDUFV2,0.214699604,0.598955716,0.384256319
P19429,TNNI3,0.661758929,0.689631597,0.384521504
P19622,EN2,0.243660636,0.551532261,0.324321031
P19876,CXCL3,0.435218825,0.772086575,0.137299039
P20073,ANXA7,0.000568184,0.691029186,0.080342505
P20231,TPSB2,0.808340197,0.430321523,0.887095391
P20719,HOXA5,0.595870279,0.961891954,0.005036638
P20807,CAPN3,0.605605727,0.799544181,0.323196812
